Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
10188	-653.974	-761.7869	107.8129	0.00606356	0.00630964	0.0056694	0.0136494	0.0303843	0.00416741	0.0123212	0.013944	0.00899035	0.0227865	0.00886438	0.000171212	0.0409734	0.0387885	0.0241389	0.0122719	0.00853465	0.00052613	0.00115587	0.0171109	0.0186951	0.00290299	0.000971766	0.00454919	0.000353954	0.00900471	0.0108762	0.0101631	0.0156105	0.00275818	0.00765804	0.00767723	0.00148845	0.00134921	0.00481577	0.00328659	0.00263886	0.00196812	0.0358248	0.00854805	0.00372063	0.030527	0.00843183	0.0182279	0.00209881	0.00471037	0.000433307	0.0224768	0.00100473	0.01424	0.0296299	0.0012101	0.0654987	0.0223964	0.00542024	0.00298031	0.011011	0.027625	0.0480553	0.0283782	0.0216171	0.0218322	0.00743015	0.0109887	0.00463457	0.0257772	0.00765745	0.00454861	0.000758331	0.297631	0.295332	0.181922	0.225115	1.716259	0.191622	0.407591	0.59241	0.808377	0.0876508	0.305056	0.690456	1.44832	3.27809	11.4089	1.760235	0.00688038	0.00715961	0.00643312	0.0154881	0.0344773	0.0047288	0.013981	0.0158224	0.0102014	0.025856	0.0100585	0.000194276	0.0464929	0.0440136	0.0273906	0.013925	0.00968434	0.000597004	0.00131158	0.0194159	0.0212135	0.00329405	0.00110267	0.00516201	0.000401635	0.0102177	0.0123413	0.0115322	0.0177133	0.00312973	0.00868965	0.00871143	0.00168895	0.00153096	0.0054645	0.00372933	0.00299434	0.00223324	0.0406507	0.00969955	0.00422184	0.0346393	0.00956767	0.0206834	0.00238154	0.0053449	0.000491677	0.0255046	0.00114008	0.0161583	0.0336213	0.00137311	0.0743219	0.0254134	0.00615039	0.00338178	0.0124943	0.0313463	0.0545288	0.032201	0.0245291	0.0247732	0.00843106	0.012469	0.00525889	0.0292497	0.00868898	0.00516135	0.000860486	0.881283	2.262373	0.224438	0.420477	0.579523	0.775562
10224	-651.9827	-761.7517	109.769	0.00556401	0.0120628	0.0583802	0.0141617	0.0187945	0.0220086	0.0085414	0.00928781	0.0089734	0.00573217	0.0266594	0.000647573	0.0325016	0.0645316	0.00118152	0.00799865	0.001008	0.00449599	0.025752	0.00342584	0.0198604	0.000340172	0.00181921	0.0146154	0.000237815	0.000469233	0.0148191	0.0125972	0.0352048	0.0137418	0.014731	0.00613644	0.00165403	0.0040322	0.00119599	0.000616552	0.00791679	0.0168994	0.00112761	0.0402355	0.000411718	0.05555	0.0405051	0.0158192	0.00708391	0.0156785	0.0108718	0.00157504	0.0431754	0.00988056	0.00125537	0.00999899	0.00875241	0.048644	0.024729	0.0334772	0.0172175	0.00165808	0.0264186	0.00157948	0.0042385	0.00871786	0.000885296	0.0234309	0.0553335	0.018436	0.0182953	0.00124509	0.0117991	0.0543538	0.574435	0.191241	0.179971	1.313298	0.158657	0.392827	0.607173	0.841343	0.113054	0.34537	0.717717	1.39331	2.89545	8.84536	1.576213	0.00526584	0.0114164	0.0552517	0.0134028	0.0177873	0.0208292	0.00808368	0.00879009	0.00849253	0.00542499	0.0252308	0.00061287	0.0307599	0.0610734	0.0011182	0.00757002	0.00095398	0.00425505	0.024372	0.00324225	0.0187961	0.000321943	0.00172172	0.0138322	0.000225071	0.000444087	0.0140249	0.0119222	0.0333182	0.0130054	0.0139416	0.0058076	0.0015654	0.00381612	0.0011319	0.000583512	0.00749254	0.0159938	0.00106719	0.0380794	0.000389655	0.0525732	0.0383345	0.0149715	0.0067043	0.0148384	0.0102892	0.00149063	0.0408617	0.00935108	0.0011881	0.00946316	0.00828338	0.0460372	0.0234038	0.0316832	0.0162949	0.00156922	0.0250029	0.00149483	0.00401137	0.00825068	0.000837855	0.0221752	0.0523683	0.017448	0.0173149	0.00117836	0.0111668	1.056623	0.4818342	0.0466392	0.309527	0.690473	0.953361
10260	-641.1926	-747.2089	106.0164	0.0248101	0.00794516	0.00354896	0.00225721	0.0235511	0.0199078	0.0064646	0.00135611	0.00695155	0.0227827	0.00576722	0.0031674	0.0564598	0.0658822	0.00063017	0.00356236	0.000743562	0.00563205	0.0075949	0.0159065	0.00830344	0.00184478	0.00190528	0.00213612	0.00303614	0.000709962	0.00431658	0.0109362	0.00434923	0.00317953	0.00657415	0.0137492	0.00193019	0.00432926	0.00162711	0.00326201	0.0029189	0.00678495	0.00513873	0.00820797	0.00194534	0.0121048	0.00510771	0.0336769	0.00632194	0.0152861	0.0157447	0.029301	0.00762779	0.0327041	0.0123791	0.00100259	0.0197242	0.0123674	0.00682392	0.0105039	0.0207483	0.0544123	0.0107658	0.000428286	0.00428947	0.00441406	0.000822783	0.00413435	0.0132209	0.0288481	0.0398482	0.0466569	0.0340815	0.0860068	0.543687	0.0886965	0.28161	3.913898	0.283211	0.440549	0.559452	0.716789	0.0871638	0.304228	0.689871	1.44955	3.28701	11.4726	1.764263	0.0286672	0.00918034	0.0041007	0.00260812	0.0272124	0.0230027	0.00746961	0.00156694	0.00803226	0.0263246	0.00666382	0.00365982	0.0652372	0.0761245	0.000728139	0.00411618	0.000859159	0.00650763	0.00877563	0.0183794	0.00959432	0.00213158	0.00220148	0.00246821	0.00350815	0.000820335	0.00498765	0.0126364	0.00502538	0.00367383	0.00759619	0.0158867	0.00223026	0.0050023	0.00188007	0.00376913	0.00337268	0.00783977	0.00593762	0.00948401	0.00224777	0.0139866	0.00590177	0.0389124	0.00730477	0.0176626	0.0181925	0.0338562	0.00881363	0.0377884	0.0143036	0.00115846	0.0227906	0.0142901	0.00788479	0.0121369	0.0239739	0.0628714	0.0124394	0.000494868	0.00495633	0.00510028	0.000950696	0.00477709	0.0152763	0.0333329	0.0460432	0.0539103	0.0393799	0.8654535	2.892338	0.251955	0.430269	0.569731	0.748045
10296	-646.9283	-752.9518	106.0235	0.0171857	0.000429921	0.00332734	0.00314861	0.00902082	0.00493444	0.00230483	0.00328307	0.00909795	0.0039521	0.0125905	0.00498571	0.00763317	0.0231264	0.00133193	0.00592971	0.000209717	0.00497132	0.00230609	0.00207103	0.0041988	0.00193815	0.00517756	0.00458644	0.00192085	6.09886e-06	0.00078245	0.0122956	0.0112979	0.00239363	0.00898396	0.00180386	0.00218805	0.00102331	0.00447891	0.00124208	0.0024489	0.0151561	0.0170663	0.00395746	0.00468925	0.00743008	0.000877162	0.006932	0.0105052	0.0058165	0.00222009	0.0209136	0.00491684	0.0400906	0.0196212	0.00144396	0.0041841	0.00497764	0.0544257	0.00326608	0.0164029	0.0165765	0.00106754	0.0188418	0.00215045	0.0017553	0.00256425	0.00224149	0.0157209	0.00995063	0.013939	0.0259165	0.00692417	0.265804	0.0761738	0.602195	0.0558269	2.642769	0.242054	0.426837	0.573164	0.757945	0.0382883	0.203684	0.608706	1.64283	4.90956	26.1176	2.359092	0.0311817	0.000780046	0.0060371	0.00571281	0.0163673	0.00895302	0.00418188	0.00595678	0.0165073	0.00717067	0.0228442	0.00904604	0.0138496	0.0419603	0.00241664	0.0107588	0.00038051	0.00901993	0.00418415	0.00375767	0.00761828	0.00351656	0.00939413	0.0083216	0.00348517	1.10657e-05	0.00141967	0.0223091	0.0204988	0.00434299	0.0163004	0.00327291	0.00396998	0.00185669	0.0081265	0.00225363	0.00444328	0.0274992	0.030965	0.0071804	0.00850815	0.0134811	0.00159152	0.0125774	0.0190606	0.0105534	0.00402813	0.0379456	0.00892108	0.0727402	0.0356006	0.00261992	0.0075916	0.00903139	0.0987496	0.00592596	0.0297614	0.0300762	0.00193693	0.0341864	0.00390177	0.00318481	0.00465257	0.00406694	0.0285238	0.0180544	0.0252908	0.0470228	0.0125632	0.5511482	3.40875	0.26931	0.436073	0.563926	0.73069
10332	-649.6209	-758.8701	109.2492	0.000730928	0.00664092	0.0106075	0.00105535	0.00757637	0.00891936	0.00307888	0.000783012	0.00463749	0.00210414	0.00693027	0.000486932	0.0352405	0.0246987	0.00159356	0.00351731	0.00181019	0.000428562	0.000784656	0.00551768	0.00638113	0.00176844	0.00260692	0.00336671	0.00155294	0.00494855	0.00372586	0.00622411	0.00318287	0.00377878	0.00141873	0.00400384	0.0012645	0.00707368	0.00335803	0.00480041	0.0011601	0.0573493	0.0122527	0.00109897	0.00365542	0.00105137	0.00783251	0.0133907	0.00914607	0.0104794	0.00225997	0.0088078	0.0029942	0.0290821	0.00291749	0.00793861	0.00491529	0.00555507	0.0337154	0.00192514	0.00762621	0.00510701	0.00404285	0.0184788	0.00348668	0.00083513	0.01226	0.000990637	0.00811875	0.00102684	0.0347741	0.0300361	0.0114402	0.00523077	0.872478	0.0880264	0.0342646	0.9822176	0.122815	0.373715	0.626285	0.877185	0.0490046	0.229734	0.631995	1.58229	4.35286	20.4063	2.180661	0.00134771	0.0122447	0.0195584	0.00194588	0.0139696	0.0164458	0.00567694	0.00144374	0.00855076	0.00387967	0.0127783	0.00089782	0.0649775	0.0455402	0.00293826	0.00648534	0.00333768	0.000790196	0.00144677	0.0101737	0.0117657	0.0032607	0.00480672	0.00620764	0.00286337	0.00912429	0.00686986	0.0114762	0.00586867	0.00696744	0.00261591	0.0073824	0.00233153	0.0130427	0.00619164	0.00885115	0.00213904	0.105743	0.0225919	0.00202631	0.00673998	0.00193856	0.0144418	0.0246902	0.0168638	0.0193222	0.004167	0.0162401	0.00552081	0.0536225	0.00537936	0.0146375	0.00906297	0.0102426	0.0621655	0.00354963	0.0140615	0.00941647	0.00745434	0.0340718	0.00642886	0.00153984	0.0226053	0.00182657	0.0149696	0.00189332	0.0641176	0.0553816	0.0210939	0.5423485	1.057657	0.131862	0.378922	0.621078	0.868138
10368	-651.6803	-758.7211	107.0408	0.00318105	0.0450431	0.0268333	0.00957136	0.0278248	0.0231231	0.000941774	0.0047737	0.0270579	0.00561739	0.00737118	0.00922558	0.0315839	0.0451377	0.00034512	0.0011888	0.00111099	0.00271983	0.00579697	0.0140885	0.0164751	0.00245473	0.00387744	0.0037034	0.00942906	0.00285774	0.00330693	0.00759149	0.0111384	0.00516806	0.00537585	0.00544449	0.00120876	0.00701952	0.00470333	0.004951	0.00323317	0.0115613	0.00111273	0.0563838	0.00291351	0.0276508	0.0327829	0.0160597	0.00289524	0.00473788	0.000248034	0.0248944	0.0166448	0.00570747	0.0100702	0.00127615	0.0074474	0.0311665	0.0207488	0.0174666	0.01625	0.0106573	0.00263196	0.00226793	0.0256554	0.0160347	0.0193271	0.0102192	0.0358359	0.0132629	0.0167306	0.0212188	0.00796962	0.282748	0.304194	0.258098	0.15496	2.027347	0.211614	0.415618	0.584382	0.788386	0.0828868	0.296854	0.68461	1.46069	3.36866	12.0647	1.800644	0.00361358	0.0511676	0.0304819	0.0108728	0.0316082	0.0262672	0.00106983	0.00542278	0.030737	0.00638119	0.00837345	0.01048	0.0358784	0.0512751	0.000392046	0.00135044	0.00126205	0.00308965	0.00658519	0.0160042	0.0187152	0.0027885	0.00440466	0.00420696	0.0107111	0.00324631	0.00375657	0.00862371	0.0126529	0.00587077	0.0061068	0.00618478	0.00137312	0.00797397	0.00534285	0.0056242	0.00367278	0.0131333	0.00126403	0.0640504	0.00330966	0.0314105	0.0372404	0.0182433	0.00328891	0.00538209	0.000281759	0.0282793	0.018908	0.00648352	0.0114394	0.00144967	0.00846003	0.0354043	0.02357	0.0198416	0.0184595	0.0121064	0.00298983	0.0025763	0.0291438	0.018215	0.0219551	0.0116087	0.0407086	0.0150662	0.0190055	0.0241039	0.00905326	0.8803041	3.02124	0.256647	0.431864	0.568136	0.743354
10404	-653.7971	-759.1457	105.3486	0.00987059	0.00183554	0.00220691	0.00778241	0.028412	0.00759597	0.000829016	0.0108688	0.0126304	0.00155265	0.0130148	0.00135908	0.0270589	0.0323018	0.000208104	0.0039466	0.00699134	0.00809021	0.00034953	0.00892755	0.0113225	0.00158632	0.00199482	0.00301723	0.00225983	0.00012174	0.00718397	0.0181473	0.00229382	0.00221524	0.0126929	0.00918189	0.00510081	0.0116183	0.00706545	0.0100227	0.0016036	0.0282574	0.00272677	0.054174	0.00697657	0.00818377	0.0117447	0.0499953	0.00262939	0.00643847	6.16984e-05	0.00892777	0.0241005	0.00757301	0.0135841	0.00107646	0.00174182	0.0149762	0.0189414	0.017761	0.0113398	0.0191757	0.00467631	0.00217219	0.0194879	0.025446	0.00226465	0.00920007	0.0649306	0.0117373	0.023192	0.0247198	0.00673959	0.100076	0.19796	0.300185	0.401778	8.521829	0.349314	0.46023	0.53977	0.650685	0.0718183	0.276811	0.66984	1.49289	3.61258	13.924	1.904285	0.0123659	0.00229956	0.00276482	0.00974979	0.0355945	0.00951623	0.00103859	0.0136165	0.0158233	0.00194516	0.0163049	0.00170265	0.0338993	0.0404677	0.000260712	0.0049443	0.00875875	0.0101354	0.000437891	0.0111844	0.0141848	0.00198734	0.00249911	0.00377998	0.00283111	0.000152516	0.00900006	0.0227349	0.0028737	0.00277525	0.0159017	0.0115031	0.00639029	0.0145554	0.00885158	0.0125564	0.00200899	0.0354008	0.00341609	0.0678692	0.00874024	0.0102526	0.0147137	0.062634	0.00329409	0.00806611	7.72956e-05	0.0111847	0.0301931	0.00948746	0.0170181	0.00134859	0.00218215	0.0187622	0.0237298	0.0222509	0.0142065	0.0240233	0.00585847	0.00272132	0.0244144	0.0318787	0.00283715	0.0115258	0.081345	0.0147045	0.0290549	0.030969	0.00844335	0.7982129	1.297825	0.157186	0.392114	0.607885	0.842815
10440	-643.9979	-747.2019	103.2041	0.0164484	0.0250105	0.00214512	0.00195684	0.0376212	0.0192743	0.00537894	0.00389582	0.0264212	0.00574016	0.0145078	0.00117599	0.0873823	0.0286701	0.000181143	0.0149518	0.00138336	0.010064	0.0060245	0.0389924	0.0136753	0.00287358	0.00165468	0.00250582	0.00139864	0.0010444	0.000758195	0.024951	0.0136792	0.020281	0.0139355	0.0164051	0.00419745	0.00814542	0.00176172	0.00580301	0.00909801	0.0504874	0.0083176	0.0131854	0.00502908	0.0218434	0.0331535	0.026345	0.00586408	0.00941966	0.00859338	0.00570806	0.0129769	0.00377287	0.00921409	0.0393435	0.00250461	0.0135962	0.02605	0.000835781	0.0412958	0.00368887	0.0578911	0.00607868	0.00378412	0.0374315	0.00830286	0.0127592	0.0403732	0.0142253	0.0235815	0.0118941	0.00423229	0.153804	0.0460282	0.387648	0.412519	11.56597	0.369924	0.465965	0.534034	0.630077	0.106091	0.334828	0.710809	1.40685	2.98661	9.42584	1.622172	0.0156477	0.0237929	0.00204069	0.00186158	0.0357897	0.018336	0.00511709	0.00370616	0.025135	0.00546072	0.0138016	0.00111874	0.0831283	0.0272744	0.000172325	0.0142239	0.00131602	0.00957409	0.00573122	0.0370942	0.0130096	0.00273369	0.00157412	0.00238383	0.00133055	0.000993557	0.000721285	0.0237363	0.0130132	0.0192937	0.0132571	0.0156064	0.00399311	0.00774888	0.00167596	0.00552051	0.00865511	0.0480296	0.00791268	0.0125435	0.00478425	0.0207801	0.0315395	0.0250625	0.00557861	0.00896109	0.00817504	0.00543018	0.0123452	0.0035892	0.00876553	0.0374282	0.00238268	0.0129343	0.0247818	0.000795093	0.0392855	0.00350929	0.0550729	0.00578276	0.00359991	0.0356092	0.00789866	0.0121381	0.0384078	0.0135328	0.0224335	0.0113151	0.00402626	1.051173	3.225548	0.263573	0.434183	0.565817	0.736427
10476	-641.3378	-748.9915	107.6536	0.00970346	0.00191672	0.00540307	0.00683644	0.0103533	0.0154557	0.00414799	0.00536952	0.0014616	0.00728528	0.0140974	0.00628835	0.0610412	0.0335142	0.000770603	0.00695807	4.67966e-05	0.00207798	0.00156199	0.0191201	0.00108332	0.0016539	0.00215996	0.00368013	0.00695139	0.000345886	0.0102176	0.0140146	0.00305107	0.00307607	0.0129842	0.00237347	8.37411e-05	0.00651421	2.85904e-05	0.00194089	0.0266727	0.00585221	0.00210472	0.00264285	0.0203307	0.000750328	0.0306364	0.00859389	0.00150357	0.0118076	0.0203962	0.000416318	0.0108067	0.00478635	0.0245302	0.0345991	0.00278596	0.00365244	0.0279798	0.0180418	0.0136777	0.00383753	0.0128905	0.0166199	0.000135182	0.01868	0.0172634	0.000608314	0.0347713	0.000660752	0.00633115	0.00778059	0.00221275	0.045184	0.479869	0.410986	0.0639605	4.089314	0.287485	0.441897	0.558104	0.712515	0.0812429	0.293968	0.682526	1.46515	3.40173	12.3088	1.815128	0.0143134	0.00282733	0.00796998	0.0100843	0.015272	0.0227985	0.00611862	0.00792049	0.00215598	0.0107464	0.0207949	0.00927584	0.0900409	0.0494362	0.0011367	0.0102637	6.90289e-05	0.00306519	0.00230406	0.0282037	0.00159799	0.00243963	0.00318613	0.0054285	0.0102539	0.000510211	0.0150718	0.0206727	0.00450058	0.00453746	0.0191527	0.00350107	0.000123525	0.00960901	4.21732e-05	0.00286297	0.0393445	0.00863249	0.00310464	0.00389842	0.0299895	0.0011068	0.0451912	0.0126767	0.00221789	0.0174172	0.0300861	0.000614104	0.0159407	0.00706026	0.0361841	0.0510366	0.00410953	0.00538765	0.0412725	0.0266132	0.0201758	0.00566068	0.0190145	0.0245157	0.000199405	0.0275546	0.025465	0.000897314	0.0512906	0.000974665	0.00933897	0.011477	0.003264	0.6779278	0.8292947	0.102597	0.360852	0.639148	0.897403
10512	-656.1905	-761.6004	105.4099	0.0260649	0.00344406	0.00527154	0.0298632	0.00887448	0.01955	0.0156268	0.0013955	0.00576926	0.0223719	0.0371938	0.00764365	0.0233316	0.0371674	0.00702518	0.00807804	0.00153691	0.00125789	0.00146724	0.00838337	0.0278671	0.0222876	0.00298451	0.00735886	0.00197499	0.00858242	0.00669984	0.00638021	0.00185244	0.00638059	0.00572485	0.00930228	0.000235784	0.0112883	0.000217935	0.00652271	0.00702417	0.00544158	0.00148999	0.00479937	0.00413699	0.00187446	0.0183898	0.0174344	0.00163907	0.00594473	0.00380573	7.40904e-05	0.0292323	0.0207431	0.0237809	0.0242308	0.00260419	0.00640716	0.0143823	0.0144592	0.00207631	0.0403957	0.018933	0.0119763	0.00120698	0.0332381	0.00944613	0.00169846	0.0299855	0.00457023	0.0141349	0.00159283	0.00896031	0.13938	0.333535	0.521383	0.00570146	1.668034	0.188151	0.406133	0.593867	0.811849	0.0761833	0.284892	0.675881	1.47955	3.5101	13.1262	1.861622	0.0332849	0.00439805	0.00673175	0.0381352	0.0113327	0.0249653	0.0199554	0.00178206	0.00736734	0.0285689	0.0474964	0.00976094	0.0297944	0.0474627	0.00897114	0.0103156	0.00196263	0.00160633	0.00187366	0.0107056	0.0355863	0.0284612	0.00381122	0.00939725	0.00252206	0.0109597	0.00855568	0.00814752	0.00236556	0.00814801	0.00731063	0.011879	0.000301096	0.0144152	0.000278302	0.0083295	0.00896985	0.00694889	0.00190271	0.00612879	0.00528293	0.00239368	0.0234837	0.0222638	0.00209309	0.00759141	0.00485991	9.46134e-05	0.0373296	0.0264889	0.0303681	0.0309427	0.00332555	0.00818193	0.0183662	0.0184643	0.00265145	0.0515853	0.0241774	0.0152937	0.00154131	0.042445	0.0120627	0.00216893	0.0382914	0.00583617	0.0180503	0.00203404	0.0114423	0.7830863	7.473894	0.33958	0.457468	0.542532	0.660419
10548	-644.2637	-747.7309	103.4672	0.0279878	0.00499885	0.00830348	0.0256616	0.10796	0.0169664	0.000391417	0.030398	0.0525682	0.0229433	0.0314059	0.0171697	0.076469	0.122357	0.009262	0.00806917	0.00495568	0.0163195	0.00561638	0.00416307	0.0582977	0.0157725	0.00194137	0.0286814	0.00999772	0.00227378	0.0101472	0.0283377	0.0111016	0.00937514	0.00316531	0.0110219	0.00854706	0.0124665	0.00541012	0.00680926	0.0182674	0.0337886	0.0132265	0.0223367	0.0051479	0.0293636	0.104186	0.0270814	0.000234371	0.0309427	0.0127408	0.000212254	0.0311638	0.0158684	0.0505249	0.0856605	0.0149491	0.00910568	0.00610357	0.00683275	0.000552647	0.0923188	0.0439513	0.0106862	0.0534728	0.121075	0.0101835	0.11917	0.0216425	0.149449	0.0882284	0.00420368	0.0149967	0.263059	0.157778	0.363827	0.215337	2.559449	0.23848	0.425573	0.574426	0.76152	0.168899	0.420061	0.762922	1.31075	2.38061	5.92068	1.285943	0.0135536	0.00242077	0.00402109	0.012427	0.0522815	0.00821624	0.00018955	0.0147207	0.025457	0.0111107	0.0152088	0.00831469	0.0370313	0.0592532	0.00448527	0.00390763	0.00239987	0.00790296	0.00271982	0.00201603	0.0282316	0.00763808	0.000940141	0.0138894	0.00484156	0.00110111	0.00491393	0.013723	0.00537615	0.00454006	0.00153285	0.00533752	0.00413905	0.00603709	0.00261994	0.00329749	0.0088463	0.0163627	0.00640516	0.0108169	0.00249295	0.0142198	0.050454	0.0131146	0.000113498	0.0149845	0.00616992	0.000102788	0.0150916	0.00768455	0.0244675	0.0414825	0.00723936	0.00440957	0.00295575	0.00330887	0.000267628	0.0447069	0.0212841	0.00517495	0.0258951	0.0586325	0.00493154	0.0577099	0.0104807	0.0723729	0.042726	0.0020357	0.00726239	2.06498	8.330753	0.347671	0.459766	0.540234	0.652328
10584	-649.1065	-758.8907	109.7842	0.0146573	0.0195977	0.0231397	0.0277861	0.00837651	0.0140195	0.00118336	0.0124083	0.0236263	0.0168463	0.0270415	0.00485638	0.0542781	0.0989592	0.00414104	0.00817432	0.00215782	0.00507747	0.000506319	0.00703644	0.017339	0.0103686	0.00203387	0.0131587	0.0035676	0.00312161	0.00779967	0.0244824	0.0111667	0.0171019	0.0110033	0.0228363	0.000750223	0.0212312	0.00169404	0.00914522	0.0046008	0.0387805	0.00935402	0.00985506	0.00107642	0.00981286	0.0545627	0.0284933	0.000326439	0.00967781	0.0178924	0.000670015	0.0269106	0.00854704	0.022336	0.0641686	0.0114163	0.0092711	0.00574257	0.00519341	3.92011e-05	0.0297637	0.0433775	0.000149789	0.0207895	0.0270554	0.000532531	0.0358846	0.0126807	0.00762841	0.0215103	0.00931333	0.00351878	0.103427	0.786939	0.025104	0.0845305	0.5486236	0.0583306	0.323265	0.676735	0.94167	0.160373	0.409581	0.756933	1.32112	2.44152	6.23547	1.3234	0.0133055	0.0177901	0.0210055	0.0252234	0.00760394	0.0127265	0.00107422	0.0112638	0.0214472	0.0152925	0.0245474	0.00440847	0.049272	0.0898321	0.00375911	0.0074204	0.00195881	0.00460918	0.000459621	0.00638747	0.0157398	0.00941225	0.00184628	0.0119451	0.00323856	0.0028337	0.0070803	0.0222243	0.0101368	0.0155246	0.00998841	0.0207301	0.000681029	0.019273	0.0015378	0.00830175	0.00417646	0.0352038	0.00849129	0.00894612	0.000977142	0.00890781	0.0495303	0.0258654	0.000296332	0.00878521	0.0162422	0.000608219	0.0244286	0.00775874	0.0202759	0.0582503	0.0103634	0.00841602	0.00521293	0.00471442	3.55855e-05	0.0270186	0.0393767	0.000135974	0.0188721	0.0245601	0.000483415	0.0325749	0.0115112	0.00692484	0.0195264	0.00845436	0.00319424	1.101602	1.449934	0.170925	0.398578	0.601422	0.829075
